accuracy,loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6013071895424836,0.6502977516136917,1760354791,,False,1,55c5d_00003,2025-10-13_13-26-31,452.5804030895233,452.5804030895233,37016,Mac.home,127.0.0.1,452.5804030895233,1
