accuracy,loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.7124183006535948,0.6011587782622942,1760354337,,False,1,55c5d_00001,2025-10-13_13-18-57,460.01383996009827,460.01383996009827,36372,Mac.home,127.0.0.1,460.01383996009827,1
