accuracy,loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6666666666666666,0.6189034698056239,1760355244,,False,1,55c5d_00004,2025-10-13_13-34-04,451.76552391052246,451.76552391052246,37529,Mac.home,127.0.0.1,451.76552391052246,1
