accuracy,loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.5424836601307189,0.6812602924365624,1760352116,,False,1,08ac4_00012,2025-10-13_12-41-56,447.3374090194702,447.3374090194702,32889,Mac.home,127.0.0.1,447.3374090194702,1
