accuracy,loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.5359477124183006,0.7254105245365816,1760353141,,False,1,08ac4_00023,2025-10-13_12-59-01,484.4486141204834,484.4486141204834,34736,Mac.home,127.0.0.1,484.4486141204834,1
