accuracy,loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6274509803921569,0.6439372359537611,1760351699,,False,1,08ac4_00010,2025-10-13_12-34-59,453.88339614868164,453.88339614868164,32092,Mac.home,127.0.0.1,453.88339614868164,1
