accuracy,loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6797385620915033,0.6465550439030516,1760353112,,False,1,08ac4_00022,2025-10-13_12-58-32,459.82329201698303,459.82329201698303,34725,Mac.home,127.0.0.1,459.82329201698303,1
